Машины марк;Үнэ;Моторын багтаамж;Хурдны хайрцаг;Хүрд;Төрөл;Өнгө;Үйлдвэрлэсэн он;Орж ирсэн он;Хөдөлгүүр;Дотор өнгө;Лизинг;Хаяг;Хөтлөгч;Явсан;Нөхцөл;Хаалга
Hyundai Grandeur, 2016/2023;32 сая ₮;2.4 л;Автомат;Зөв;Суудлын тэрэг;Хар;2016;2023;Хайбрид;Хар;Лизинггүй;Ulaanhuaran;Урдаа FWD;129000 км.;Дугаар авсан;4
Toyota 4Runner, 2018/2021;160 сая ₮;0.4 л;Автомат;Зөв;Жийп;Саарал;2018;2021;Бензин;Хар;Банкны лизингтэй;Khan uul;Бүх дугуй 4WD;50000 км.;Дугаар авсан;5
Audi Q7, 2017/2019;140 сая ₮;2.0 л;Автомат;Зөв;Жийп;Саарал;2017;2019;Бензин;Хар;Лизинггүй;nan;Бүх дугуй 4WD;56000 км.;Дугаар авсан;4
Ford Excursion, 2002/2002;42 сая ₮;6.0 л;Автомат;Зөв;Жийп;Хар;2002;2002;Дизель;Шаргал;Банкны лизингтэй;зүүн 4 зам;Бүх дугуй 4WD;156000 км.;Дугаар авсан;5
Mitsubishi L200, 2006/2022;30 сая ₮;2.4 л;Автомат;Буруу;Жийп;Хар;2006;2022;Дизель;Хар;Лизинггүй;Бзд;Бүх дугуй 4WD;10 км.;Дугаар авсан;4
Jeep Wrangler, 2019/2020;180 сая ₮;2.0 л;Автомат;Зөв;Жийп;Цагаан;2019;2020;Бензин;Бусад;Лизинггүй;bayngol duureg;Бүх дугуй 4WD;30000 км.;Дугаар авсан;5
Lexus LX, 2019/2022;370 сая ₮;5.7 л;Автомат;Зөв;Жийп;Хар;2019;2022;Бензин;Хар;Лизинггүй;ХУД 4-р хороо Belmonte residence;Бүх дугуй 4WD;56989 км.;Дугаар авсан;5
Toyota Crown, 2011/2019;21 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2011;2019;Бензин;Цагаан шар;Лизинггүй;nan;Хойноо RWD;175000 км.;Дугаар авсан;4
Volvo Бусад, 2005/2014;11.5 сая ₮;2.3 л;Автомат;Буруу;Гэр бүлийн;Цагаан;2005;2014;Бензин;Бусад;Лизинггүй;hot;Бүх дугуй 4WD;555588 км.;Дугаар авсан;5
Jeep Grand Cherokee, 2015/2022;61 сая ₮;3.6 л;Автомат;Буруу;Жийп;Улаан;2015;2022;Бензин;Хар;Лизинггүй;nan;Бүх дугуй 4WD;120000 км.;Дугаар авсан;5
Volkswagen Scirocco, 2013/2023;38 сая ₮;1.4 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2013;2023;Бензин;Хар;ББСБ лизингтэй;Чд;Урдаа FWD;96000 км.;Дугаар аваагүй;2
Kia Бусад, 2015/2021;38 сая ₮;2.2 л;Автомат;Зөв;Гэр бүлийн;Хүрэн;2015;2021;Дизель;Цагаан шар;Лизинггүй;nan;Урдаа FWD;88000 км.;Дугаар авсан;5
Lexus RX, 2016/2022;142 сая ₮;3.5 л;Автомат;Зөв;Жийп;Саарал;2016;2022;Бензин;Саарал;Лизинггүй;Хануул;Бүх дугуй 4WD;90488 км.;Дугаар авсан;5
Dodge Ram, 2021/2022;480 сая ₮;6.0 л;Автомат;Зөв;Жийп;Цагаан;2021;2022;Бензин;Хар;Лизинггүй;nan;Бүх дугуй 4WD;8000 км.;Шинэ;5
Kia Sportage, 2012/2012;15 сая ₮;2.0 л;Автомат;Зөв;Гэр бүлийн;Саарал;2012;2012;Дизель;Саарал;Лизинггүй;БЗД Жуков;Урдаа FWD;147000 км.;Дугаар авсан;5
Toyota Prius 20, 2006/2023;20.9 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Хар;2006;2023;Хайбрид;Саарал;ББСБ лизингтэй;Хан уул дүүрэг;Урдаа FWD;129000 км.;Дугаар аваагүй;5
Toyota Verossa, 2011/2003;5.5 сая ₮;2.0 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2011;2003;Бензин;Хар;Лизинггүй;ктмс 805;Хойноо RWD;3 км.;Дугаар авсан;5
Dodge Durango, 2011/2023;46 сая ₮;3.6 л;Автомат;Зөв;Жийп;Хар;2011;2023;Бензин;Хар;Лизинггүй;Эх нялхасын эмнэлэг;Бүх дугуй 4WD;176000 км.;Дугаар авсан;5
Dodge Durango, 2007/2023;36.5 сая ₮;4.7 л;Автомат;Зөв;Жийп;Саарал;2007;2023;Бензин;Саарал;Лизинггүй;nan;Бүх дугуй 4WD;172000 км.;Дугаар аваагүй;4
Lexus GS, 2013/2023;46 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2013;2023;Хайбрид;Хар;ББСБ лизингтэй;olimp villaj;Хойноо RWD;148000 км.;Дугаар авсан;4
Kia Forte, 2011/2011;13 сая ₮;2.0 л;Автомат;Зөв;Суудлын тэрэг;Хар;2011;2011;Бензин;Хар;Лизинггүй;Улаанбаатар;Урдаа FWD;86821 км.;Дугаар авсан;2
Toyota Land Cruiser 100, 2000/2010;29 сая ₮;4.1 л;Автомат;Буруу;Жийп;Цагаан;2000;2010;Дизель;Цагаан шар;Лизинггүй;Ulaanbaatar;Бүх дугуй 4WD;150 км.;Дугаар авсан;5
Nissan Dualis/Qashqai, 2012/2013;20 сая ₮;2.0 л;Автомат;Зөв;Жийп;Цайвар цэнхэр;2012;2013;Бензин;Хар;ББСБ лизингтэй;Han uul emart;Бүх дугуй 4WD;113300 км.;Дугаар авсан;5
Toyota Fielder, 2014/2020;15.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2014;2020;Хайбрид;Хар;Лизинггүй;nan;Урдаа FWD;213800 км.;Дугаар авсан;5
Toyota Prius 55, 2017/2023;49 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Улаан;2017;2023;Хайбрид;Хар;ББСБ лизингтэй;Hunnu Mall;Урдаа FWD;170 км.;Дугаар аваагүй;5
Toyota Sai, 2010/2018;18.5 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2010;2018;Хайбрид;Цагаан шар;Банкны лизингтэй;nan;Урдаа FWD;164500 км.;Дугаар авсан;4
Toyota C-HR, 2017/2022;45.5 сая ₮;1.8 л;Автомат;Буруу;Жийп;Шар;2017;2022;Хайбрид;Хар;ББСБ лизингтэй;bgd;Урдаа FWD;180000 км.;Дугаар авсан;5
Toyota Vanguard, 2013/2019;32 сая ₮;2.4 л;Автомат;Буруу;Жийп;Сувдан цагаан;2013;2019;Хайбрид;Саарал;Лизинггүй;25 эмийн сан;Бүх дугуй 4WD;120000 км.;Дугаар авсан;5
Tesla Model Y, 2023/2023;210 сая ₮;0.4 л;Автомат;Зөв;Гэр бүлийн;Хар;2023;2023;Цахилгаан;Хар;Лизинггүй;хороолол;Хойноо RWD;0 км.;Шинэ;5
Toyota Alphard, 2015/2022;98 сая ₮;3.5 л;Автомат;Буруу;Гэр бүлийн;Цагаан;2015;2022;Бензин;Хар;ББСБ лизингтэй;Zaisan;Бүх дугуй 4WD;105000 км.;Дугаар аваагүй;5
Mitsubishi Pajero, 2008/2008;40 сая ₮;2.8 л;Механик;Зөв;Жийп;Саарал;2008;2008;Дизель;Саарал;Лизинггүй;220 мянгат;Бүх дугуй 4WD;110 км.;Дугаар авсан;5
Mercedes-Benz C-Class, 2012/2021;36 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2012;2021;Бензин;Бусад;Лизинггүй;ХУД;Хойноо RWD;68 км.;Дугаар авсан;2
Ford Everest, 2019/2022;100 сая ₮;3.2 л;Автомат;Буруу;Жийп;Хар саарал;2019;2022;Дизель;Хар;Лизинггүй;Ulaanbaatar;Бүх дугуй 4WD;47000 км.;Дугаар авсан;5
Škoda Бусад, 2012/2020;14.5 сая ₮;1.2 л;Механик;Зөв;Жийп;Цагаан;2012;2020;Бензин;Хар;Лизинггүй;Баянгол дүүрэг;Урдаа FWD;223000 км.;Дугаар авсан;5
Mercedes-Benz GLK-Class, 2011/2021;45 сая ₮;2.9 л;Автомат;Зөв;Жийп;Цагаан;2011;2021;Бензин;Хар;ББСБ лизингтэй;хануул;Бүх дугуй 4WD;160000 км.;Дугаар авсан;5
Volkswagen Бусад, 2022/2023;140 сая ₮;0.4 л;Автомат;Зөв;Жийп;Хөх;2022;2023;Цахилгаан;Хар;Лизинггүй;nan;Бүх дугуй 4WD;11900 км.;Дугаар аваагүй;5
Volkswagen Бусад, 2022/2023;150 сая ₮;0.4 л;Автомат;Зөв;Жийп;Хөх;2022;2023;Цахилгаан;Бусад;Лизинггүй;Кристал Таун;Бүх дугуй 4WD;2400 км.;Дугаар аваагүй;5
Ford F-сери, 2022/2022;345 сая ₮;3.5 л;Автомат;Зөв;Жийп;Улбар шар;2022;2022;Бензин;Бусад;Банкны лизингтэй;encanto2;Бүх дугуй 4WD;14000 км.;Дугаар авсан;4
Subaru Бусад, 2016/2023;45 сая ₮;2.0 л;Автомат;Буруу;Суудлын тэрэг;Цэнхэр;2016;2023;Бензин;Бусад;ББСБ лизингтэй;да хүрээ;Бүх дугуй 4WD;132000 км.;Дугаар аваагүй;5
Lexus RX, 2014/2020;68 сая ₮;3.5 л;Автомат;Зөв;Жийп;Хар саарал;2014;2020;Бензин;Саарал;Лизинггүй;13-р хороолол;Бүх дугуй 4WD;63400 км.;Дугаар авсан;5
Mercedes-Benz Бусад, 2016/2023;19.8 сая ₮;0.9 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2016;2023;Бензин;Хар;Лизинггүй;nan;Хойноо RWD;17500 км.;Дугаар аваагүй;5
Volkswagen Golf, 2016/2023;26.9 сая ₮;1.2 л;Автомат;Буруу;Суудлын тэрэг;Цайвар цэнхэр;2016;2023;Бензин;Хар;Банкны лизингтэй;Зайсан хөрш заан;Урдаа FWD;140000 км.;Дугаар аваагүй;5
Nissan Fuga, 2013/2019;18 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Бусад;2013;2019;Бензин;Бусад;Лизинггүй;BZD;Хойноо RWD;16000000 км.;Дугаар авсан;5
Toyota Prius 55, 2016/2021;33 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар;2016;2021;Хайбрид;Хар;ББСБ лизингтэй;Хан уул дүүрэг;Бүх дугуй 4WD;200000 км.;Дугаар авсан;5
Volkswagen Passat, 2016/2019;48 сая ₮;1.8 л;Автомат;Зөв;Суудлын тэрэг;Хар саарал;2016;2019;Бензин;Хар;Лизинггүй;УБ, Зайсан;Урдаа FWD;130000 км.;Дугаар авсан;5
Toyota Harrier, 2005/2023;43 сая ₮;3.3 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2005;2023;Хайбрид;Хар;ББСБ лизингтэй;Улаанбаатар;Бүх дугуй 4WD;175000 км.;Дугаар аваагүй;5
Toyota Prius 30, 2012/2023;21.9 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2012;2023;Хайбрид;Хар;Хувь лизингтэй;Зурагт шинэ эцэс;Урдаа FWD;280000 км.;Дугаар аваагүй;5
Toyota Highlander, 2008/2018;45 сая ₮;3.3 л;Автомат;Зөв;Жийп;Сувдан цагаан;2008;2018;Хайбрид;Хар;Лизинггүй;Бзд 26р хороо үндэсний цэцэрлэгт хүрээлэн;Бүх дугуй 4WD;140000 км.;Дугаар авсан;5
Nissan Skyline, 2015/2023;45 сая ₮;1.7 л;Автомат;Буруу;Суудлын тэрэг;Хар;2015;2023;Хайбрид;Хар;Лизинггүй;ХУД 11-р хороо;Бүх дугуй 4WD;288707 км.;Дугаар аваагүй;4
Toyota 4Runner, 2013/2022;98 сая ₮;4.0 л;Автомат;Зөв;Жийп;Хар;2013;2022;Бензин;Хар;Лизинггүй;Хан-Уул дүүрэг Тэлмүүн хотхон;Бүх дугуй 4WD;150000 км.;Дугаар авсан;5
Toyota Prius 30, 2014/2023;25 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2014;2023;Хайбрид;Хар;ББСБ лизингтэй;nan;Урдаа FWD;206000 км.;Дугаар аваагүй;5
Toyota Prius 20, 2007/2023;24.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2007;2023;Хайбрид;Цагаан шар;ББСБ лизингтэй;diesel huree zah;Урдаа FWD;133000 км.;Дугаар аваагүй;5
Mercedes-Benz CLS-Class, 2012/2021;58 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Хар;2012;2021;Бензин;Цагаан шар;Лизинггүй;King tower;Хойноо RWD;136000 км.;Дугаар авсан;5
Toyota Harrier, 2016/2023;64.3 сая ₮;2.5 л;Автомат;Буруу;Жийп;Хар;2016;2023;Хайбрид;Хар;Банкны лизингтэй;3-р цахилгаан станцын баруун хойно AMAR WORLD CAR;Бүх дугуй 4WD;188362 км.;Дугаар аваагүй;5
Hyundai Sonata, 2015/2023;23 сая ₮;2.0 л;Автомат;Зөв;Суудлын тэрэг;Саарал;2015;2023;Газ;Хар;ББСБ лизингтэй;nan;Урдаа FWD;140000 км.;Дугаар аваагүй;4
Toyota Vitz, 2007/2014;5 сая ₮;1.2 л;Автомат;Буруу;Суудлын тэрэг;Хар;2007;2014;Бензин;Хар;Лизинггүй;21r horoolol;Урдаа FWD;80000 км.;Дугаар авсан;4
BMW 1-сери, 2013/2019;29 сая ₮;2.0 л;Автомат;Зөв;Суудлын тэрэг;Цайвар цэнхэр;2013;2019;Дизель;Хар;Лизинггүй;Үндэсний Цэцэрлэгт Хүрээлэнгийн чанх хойно;Хойноо RWD;66600 км.;Дугаар авсан;4
MG Бусад, 2021/2021;58 сая ₮;1.5 л;Автомат;Буруу;Жийп;Цагаан;2021;2021;Бензин;Хар;Лизинггүй;Улаанбаатар;Урдаа FWD;20000 км.;Дугаар авсан;5
Lexus GS, 2012/2023;37 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Бусад;2012;2023;Хайбрид;Хар;Банкны лизингтэй;Хан-Уул Яармаг Наадамчдын зам;Урдаа FWD;247 км.;Дугаар аваагүй;4
Audi Бусад, 2014/2023;50 сая ₮;3.0 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2014;2023;Бензин;Шаргал;ББСБ лизингтэй;📍Захиалгийн оффис;Бүх дугуй 4WD;120000 км.;Дугаар аваагүй;4
Toyota Prius 40, 41, 2014/2023;29 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар;2014;2023;Хайбрид;Саарал;Лизинггүй;nan;Урдаа FWD;237394 км.;Дугаар аваагүй;5
Toyota Passo, 2005/2013;5 сая ₮;1.4 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2005;2013;Бензин;Саарал;Лизинггүй;10 horoolol;Урдаа FWD;70 км.;Дугаар авсан;5
Toyota Prius 20, 2008/2023;23.7 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2008;2023;Хайбрид;Шаргал;ББСБ лизингтэй;zaisan;Урдаа FWD;247000 км.;Дугаар аваагүй;4
Toyota Harrier, 2006/2023;39.5 сая ₮;3.3 л;Автомат;Буруу;Суудлын тэрэг;Хар;2006;2023;Бензин;Хар;Банкны лизингтэй;Khan uul;Бүх дугуй 4WD;227000 км.;Дугаар аваагүй;4
Toyota Harrier, 2006/2023;38.5 сая ₮;3.3 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2006;2023;Бензин;Саарал;Банкны лизингтэй;Khan uul;Бүх дугуй 4WD;110000 км.;Дугаар аваагүй;4
Toyota Land Cruiser Prado, 2023/2023;139 сая ₮;2.7 л;Автомат;Буруу;Жийп;Сувдан цагаан;2023;2023;Бензин;Саарал;Банкны лизингтэй;БЗД Их засгаас зүүн тийш 300м ОСАКА МОТОРС;Бүх дугуй 4WD;0 км.;Дугаар аваагүй;5
Mitsubishi Pajero, 2019/2023;58 сая ₮;2.4 л;Автомат;Буруу;Жийп;Цагаан;2019;2023;Дизель;Саарал;Банкны лизингтэй;БГД- Төмөр зам;Бүх дугуй 4WD;99000 км.;Дугаар аваагүй;5
Toyota Prius 30, 2014/2023;24.8 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2014;2023;Хайбрид;Цагаан шар;ББСБ лизингтэй;Сансар Их Засгаас Цайз чиглэлд 400м ОСАКА МОТОРС;Урдаа FWD;178000 км.;Дугаар аваагүй;4
Lexus RX, 2012/2023;70 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Хар;2012;2023;Хайбрид;Хар;ББСБ лизингтэй;Сансар Их засгаас Цайз чиглэлд 400м ОСАКА МОТОРС;Бүх дугуй 4WD;100000 км.;Дугаар аваагүй;5
Lexus RX, 2016/2023;109 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Хар;2016;2023;Хайбрид;Бусад;ББСБ лизингтэй;Сансар Их Засгаас Цайз чиглэлд 400м ОСАКА МОТОРС;Бүх дугуй 4WD;177000 км.;Дугаар аваагүй;5
Lexus RX, 2010/2023;55 сая ₮;3.5 л;Автомат;Буруу;Жийп;Хар;2010;2023;Хайбрид;Хар;ББСБ лизингтэй;Сансар Их Засгаас Цайз чиглэлд 400м ОСАКА МОТОРС;Урдаа FWD;120000 км.;Дугаар аваагүй;5
